cod_grupo,cod_grupo_padre
GR005099,GR010083
GR005100,GR006137
GR005101,GR006545
GR005102,GR009558
GR005103,GR000366
GR005104,GR010086
GR005105,GR000959
GR005106,GR002423
GR005107,GR002485
GR005108,GR004554
GR005109,GR006549
GR005110,GR001275
GR005111,GR001257
GR005112,GR006433
GR005113,GR001836
GR005114,GR004528
GR005115,GR006330
GR005116,GR003723
GR005117,GR000492
GR005118,GR004624
GR005119,GR006013
GR005120,GR000048
GR005121,GR005439
GR005122,GR007567
GR005123,GR004561
GR005124,GR001326
GR005125,GR007697
GR005126,GR008036
GR005127,GR009820
GR005128,GR009453
GR005129,GR005232
GR005130,GR004570
GR005131,GR008473
GR005132,GR007164
GR005133,GR003942
GR005134,GR000329
GR005135,GR001484
GR005136,GR004652
GR005137,GR000640
GR005138,GR009123
GR005139,GR008517
GR005140,GR005079
GR005141,GR007154
GR005142,GR000442
GR005143,GR009526
GR005144,GR008228
GR005145,GR001400
GR005146,GR004125
GR005147,GR001355
GR005148,GR001667
GR005149,GR000006
GR005150,GR009838
GR005151,GR007799
GR005152,GR002413
GR005153,GR004968
GR005154,GR003793
GR005155,GR007829
GR005156,GR002772
GR005157,GR004009
GR005158,GR009087
GR005159,GR008662
GR005160,GR005463
GR005161,GR009960
GR005162,GR005373
GR005163,GR000053
GR005164,GR000234
GR005165,GR007055
GR005166,GR008564
GR005167,GR003943
GR005168,GR000915
GR005169,GR001913
GR005170,GR004531
GR005171,GR004196
GR005172,GR009460
GR005173,GR010015
GR005174,GR007248
GR005175,GR000862
GR005176,GR005077
GR005177,GR004329
GR005178,GR001663
GR005179,GR002938
GR005180,GR006179
GR005181,GR000881
GR005182,GR009830
GR005183,GR002069
GR005184,GR000707
GR005185,GR005788
GR005186,GR006153
GR005187,GR009960
GR005188,GR005025
GR005189,GR008547
GR005190,GR008084
GR005191,GR000946
GR005192,GR003090
GR005193,GR008546
GR005194,GR007636
GR005195,GR008777
GR005196,GR006509
GR005197,GR005033
GR005198,GR000070
GR005199,GR001657
GR005200,GR009334
GR005201,GR000028
GR005202,GR008470
GR005203,GR008404
GR005204,GR003277
GR005205,GR000310
GR005206,GR000625
GR005207,GR004205
GR005208,GR005876
GR005209,GR001204
GR005210,GR003344
GR005211,GR008228
GR005212,GR008436
GR005213,GR006594
GR005214,GR009745
GR005215,GR005724
GR005216,GR000754
GR005217,GR001404
GR005218,GR003187
GR005219,GR005526
GR005220,GR005245
GR005221,GR003182
GR005222,GR009926
GR005223,GR000285
GR005224,GR006367
GR005225,GR008855
GR005226,GR009690
GR005227,GR000154
GR005228,GR006559
GR005229,GR005741
GR005230,GR003062
GR005231,GR002940
GR005232,GR003663
GR005233,GR000583
GR005234,GR005128
GR005235,GR001170
GR005236,GR005848
GR005237,GR009869
GR005238,GR000702
GR005239,GR001321
GR005240,GR004421
GR005241,GR008102
GR005242,GR003252
GR005243,GR001230
GR005244,GR002299
GR005245,GR002280
GR005246,GR001407
GR005247,GR009124
GR005248,GR003077
GR005249,GR005644
GR005250,GR008252
GR005251,GR008808
GR005252,GR004957
GR005253,GR007952
GR005254,GR004722
GR005255,GR001666
GR005256,GR001673
GR005257,GR007536
GR005258,GR001643
GR005259,GR008435
GR005260,GR009118
GR005261,GR003258
GR005262,GR000848
GR005263,GR007023
GR005264,GR005771
GR005265,GR004716
GR005266,GR003585
GR005267,GR002760
GR005268,GR008158
GR005269,GR002586
GR005270,GR005471
GR005271,GR007851
GR005272,GR005989
GR005273,GR003155
GR005274,GR001717
GR005275,GR002748
GR005276,GR008073
GR005277,GR001285
GR005278,GR006481
GR005279,GR003952
GR005280,GR007010
GR005281,GR003736
GR005282,GR005949
GR005283,GR009220
GR005284,GR000892
GR005285,GR006648
GR005286,GR002711
GR005287,GR007810
GR005288,GR001762
GR005289,GR001050
GR005290,GR008671
GR005291,GR006567
GR005292,GR003079
GR005293,GR008331
GR005294,GR003737
GR005295,GR006969
GR005296,GR002139
GR005297,GR005489
GR005298,GR006896
GR005299,GR003003
GR005300,GR001509
GR005301,GR003694
GR005302,GR006989
GR005303,GR007190
GR005304,GR006683
GR005305,GR001386
GR005306,GR000737
GR005307,GR005537
GR005308,GR008175
GR005309,GR000045
GR005310,GR000529
GR005311,GR005049
GR005312,GR003794
GR005313,GR001276
GR005314,GR003920
GR005315,GR006812
GR005316,GR000327
GR005317,GR006630
GR005318,GR001082
GR005319,GR001267
GR005320,GR008534
GR005321,GR003972
GR005322,GR004634
GR005323,GR006323
GR005324,GR002214
GR005325,GR002161
GR005326,GR010043
GR005327,GR007765
GR005328,GR003112
GR005329,GR004371
GR005330,GR007140
GR005331,GR003580
GR005332,GR005708
GR005333,GR004227
GR005334,GR005576
GR005335,GR004240
GR005336,GR000924
GR005337,GR001301
GR005338,GR002184
GR005339,GR009108
GR005340,GR002654
GR005341,GR001893
GR005342,GR009779
GR005343,GR007482
GR005344,GR001662
GR005345,GR005365
GR005346,GR001988
GR005347,GR009564
GR005348,GR003759
GR005349,GR003116
GR005350,GR005895
GR005351,GR003342
GR005352,GR000809
GR005353,GR004995
GR005354,GR007978
GR005355,GR008681
GR005356,GR004722
GR005357,GR003967
GR005358,GR007504
GR005359,GR003989
GR005360,GR003166
GR005361,GR007391
GR005362,GR008748
GR005363,GR002357
GR005364,GR000513
GR005365,GR003476
GR005366,GR001749
GR005367,GR001110
GR005368,GR004518
GR005369,GR000502
GR005370,GR007751
GR005371,GR001428
GR005372,GR008735
GR005373,GR000263
GR005374,GR005274
GR005375,GR009602
GR005376,GR006545
GR005377,GR009880
GR005378,GR002131
GR005379,GR000488
GR005380,GR001130
GR005381,GR005805
GR005382,GR007590
GR005383,GR002436
GR005384,GR006924
GR005385,GR008214
GR005386,GR007104
GR005387,GR001847
GR005388,GR009747
GR005389,GR000558
GR005390,GR000672
GR005391,GR001524
GR005392,GR008198
GR005393,GR005226
GR005394,GR003148
GR005395,GR003148
GR005396,GR008345
GR005397,GR005541
GR005398,GR002981
GR005399,GR009612
GR005400,GR000509
GR005401,GR006323
GR005402,GR009163
GR005403,GR005025
GR005404,GR002790
GR005405,GR000342
GR005406,GR007520
GR005407,GR005907
GR005408,GR001205
GR005409,GR003745
GR005410,GR002880
GR005411,GR003332
GR005412,GR006384
GR005413,GR006266
GR005414,GR002009
GR005415,GR007814
GR005416,GR007968
GR005417,GR002099
GR005418,GR010010
GR005419,GR007873
GR005420,GR003691
GR005421,GR007550
GR005422,GR009385
GR005423,GR009383
GR005424,GR007145
GR005425,GR000106
GR005426,GR007226
GR005427,GR002141
GR005428,GR009925
GR005429,GR001919
GR005430,GR003518
GR005431,GR008778
GR005432,GR005517
GR005433,GR001494
GR005434,GR002080
GR005435,GR005905
GR005436,GR004723
GR005437,GR001928
GR005438,GR009785
GR005439,GR009236
GR005440,GR002192
GR005441,GR006709
GR005442,GR000029
GR005443,GR006253
GR005444,GR008175
GR005445,GR004400
GR005446,GR002304
GR005447,GR004428
GR005448,GR004739
GR005449,GR006645
GR005450,GR007094
GR005451,GR005046
GR005452,GR003211
GR005453,GR003738
GR005454,GR003579
GR005455,GR009584
GR005456,GR006318
GR005457,GR005113
GR005458,GR006007
GR005459,GR009946
GR005460,GR006608
GR005461,GR008318
GR005462,GR006107
GR005463,GR009047
GR005464,GR002515
GR005465,GR004728
GR005466,GR001429
GR005467,GR004818
GR005468,GR005284
GR005469,GR009912
GR005470,GR003679
GR005471,GR006125
GR005472,GR004785
GR005473,GR009405
GR005474,GR000731
GR005475,GR003862
GR005476,GR006546
GR005477,GR006397
GR005478,GR003486
GR005479,GR001272
GR005480,GR000827
GR005481,GR001335
GR005482,GR006412
GR005483,GR000410
GR005484,GR000277
GR005485,GR000675
GR005486,GR007167
GR005487,GR001211
GR005488,GR009606
GR005489,GR007837
GR005490,GR004780
GR005491,GR009472
GR005492,GR001436
GR005493,GR006790
GR005494,GR009393
GR005495,GR006674
GR005496,GR009815
GR005497,GR009700
GR005498,GR004411
GR005499,GR005531
GR005500,GR007305
GR005501,GR005020
GR005502,GR002651
GR005503,GR005948
GR005504,GR006980
GR005505,GR009139
GR005506,GR009205
GR005507,GR005125
GR005508,GR001732
GR005509,GR001340
GR005510,GR002621
GR005511,GR002028
GR005512,GR009405
GR005513,GR005552
GR005514,GR004006
GR005515,GR007782
GR005516,GR008926
GR005517,GR009473
GR005518,GR000043
GR005519,GR002287
GR005520,GR000247
GR005521,GR002074
GR005522,GR009225
GR005523,GR007423
GR005524,GR004495
GR005525,GR000133
GR005526,GR000149
GR005527,GR008226
GR005528,GR006811
GR005529,GR002096
GR005530,GR007926
GR005531,GR005532
GR005532,GR003464
GR005533,GR005851
GR005534,GR007458
GR005535,GR003203
GR005536,GR004701
GR005537,GR008044
GR005538,GR003330
GR005539,GR009243
GR005540,GR005242
GR005541,GR004783
GR005542,GR009951
GR005543,GR003904
GR005544,GR008964
GR005545,GR006312
GR005546,GR007441
GR005547,GR006652
GR005548,GR005250
GR005549,GR006084
GR005550,GR000261
GR005551,GR006810
GR005552,GR002047
GR005553,GR006386
GR005554,GR008750
GR005555,GR009475
GR005556,GR001067
GR005557,GR008905
GR005558,GR008590
GR005559,GR006321
GR005560,GR003934
GR005561,GR002528
GR005562,GR006193
GR005563,GR003059
GR005564,GR008349
GR005565,GR006189
GR005566,GR006430
GR005567,GR004128
GR005568,GR002315
GR005569,GR000820
GR005570,GR009024
GR005571,GR001486
GR005572,GR001578
GR005573,GR004675
GR005574,GR006436
GR005575,GR003138
GR005576,GR004814
GR005577,GR002998
GR005578,GR008427
GR005579,GR005411
GR005580,GR009345
GR005581,GR007912
GR005582,GR000257
GR005583,GR004870
GR005584,GR001568
GR005585,GR008576
GR005586,GR003433
GR005587,GR007650
GR005588,GR005029
GR005589,GR002488
GR005590,GR003376
GR005591,GR007766
GR005592,GR007476
GR005593,GR000046
GR005594,GR001563
GR005595,GR003386
GR005596,GR003559
GR005597,GR002730
GR005598,GR002262
GR005599,GR005257
GR005600,GR008613
GR005601,GR001194
GR005602,GR005976
GR005603,GR006625
GR005604,GR002683
GR005605,GR001503
GR005606,GR002858
GR005607,GR000559
GR005608,GR005261
GR005609,GR004435
GR005610,GR010058
GR005611,GR009864
GR005612,GR004507
GR005613,GR003680
GR005614,GR001259
GR005615,GR003455
GR005616,GR000765
GR005617,GR004926
GR005618,GR009423
GR005619,GR004894
GR005620,GR008239
GR005621,GR007977
GR005622,GR008112
GR005623,GR009523
GR005624,GR003814
GR005625,GR004018
GR005626,GR004886
GR005627,GR009305
GR005628,GR000997
GR005629,GR003177
GR005630,GR006831
GR005631,GR001707
GR005632,GR002742
GR005633,GR006657
GR005634,GR006746
GR005635,GR001778
GR005636,GR008449
GR005637,GR000642
GR005638,GR007464
GR005639,GR007587
GR005640,GR003309
GR005641,GR003806
GR005642,GR003739
GR005643,GR008751
GR005644,GR009190
GR005645,GR007247
GR005646,GR006016
GR005647,GR006722
GR005648,GR002237
GR005649,GR000068
GR005650,GR000484
GR005651,GR001429
GR005652,GR000918
GR005653,GR009314
GR005654,GR008692
GR005655,GR007518
GR005656,GR009508
GR005657,GR004508
GR005658,GR009250
GR005659,GR006486
GR005660,GR005254
GR005661,GR004921
GR005662,GR007955
GR005663,GR007097
GR005664,GR006053
GR005665,GR002240
GR005666,GR007856
GR005667,GR007832
GR005668,GR007934
GR005669,GR008640
GR005670,GR008296
GR005671,GR003121
GR005672,GR001757
GR005673,GR004661
GR005674,GR004050
GR005675,GR002442
GR005676,GR007360
GR005677,GR008474
GR005678,GR006772
GR005679,GR003248
GR005680,GR003549
GR005681,GR004636
GR005682,GR009518
GR005683,GR002600
GR005684,GR004327
GR005685,GR005041
GR005686,GR004925
GR005687,GR005420
GR005688,GR008737
GR005689,GR009448
GR005690,GR009771
GR005691,GR000571
GR005692,GR002763
GR005693,GR008697
GR005694,GR006719
GR005695,GR001680
GR005696,GR001975
GR005697,GR008132
GR005698,GR003541
GR005699,GR009800
GR005700,GR006589
GR005701,GR009602
GR005702,GR008500
GR005703,GR005045
GR005704,GR006874
GR005705,GR005297
GR005706,GR006273
GR005707,GR009988
GR005708,GR001240
GR005709,GR005755
GR005710,GR008399
GR005711,GR002681
GR005712,GR002147
GR005713,GR003236
GR005714,GR006681
GR005715,GR004184
GR005716,GR008705
GR005717,GR003063
GR005718,GR008576
GR005719,GR007931
GR005720,GR004785
GR005721,GR004903
GR005722,GR001769
GR005723,GR003984
GR005724,GR003402
GR005725,GR002139
GR005726,GR002810
GR005727,GR005876
GR005728,GR006211
GR005729,GR007764
GR005730,GR009614
GR005731,GR005513
GR005732,GR006676
GR005733,GR000321
GR005734,GR000763
GR005735,GR003846
GR005736,GR002728
GR005737,GR005507
GR005738,GR000486
GR005739,GR000646
GR005740,GR006169
GR005741,GR009078
GR005742,GR008220
GR005743,GR000490
GR005744,GR008718
GR005745,GR005837
GR005746,GR006442
GR005747,GR007462
GR005748,GR002255
GR005749,GR002148
GR005750,GR004742
GR005751,GR007074
GR005752,GR001486
GR005753,GR009597
GR005754,GR000951
GR005755,GR008147
GR005756,GR006826
GR005757,GR005527
GR005758,GR008732
GR005759,GR003750
GR005760,GR005085
GR005761,GR003079
GR005762,GR002636
GR005763,GR004045
GR005764,GR009562
GR005765,GR009613
GR005766,GR002861
GR005767,GR009943
GR005768,GR001661
GR005769,GR004372
GR005770,GR006066
GR005771,GR003245
GR005772,GR004429
GR005773,GR008732
GR005774,GR001041
GR005775,GR006161
GR005776,GR005398
GR005777,GR007819
GR005778,GR002212
GR005779,GR006463
GR005780,GR003142
GR005781,GR006920
GR005782,GR009495
GR005783,GR008893
GR005784,GR008976
GR005785,GR001529
GR005786,GR000798
GR005787,GR008066
GR005788,GR000991
GR005789,GR009361
GR005790,GR005934
GR005791,GR003790
GR005792,GR007212
GR005793,GR000335
GR005794,GR008194
GR005795,GR001536
GR005796,GR008168
GR005797,GR002714
GR005798,GR003082
GR005799,GR005934
GR005800,GR006265
GR005801,GR005885
GR005802,GR009700
GR005803,GR009520
GR005804,GR000642
GR005805,GR003803
GR005806,GR004616
GR005807,GR007737
GR005808,GR000450
GR005809,GR000046
GR005810,GR009152
GR005811,GR007603
GR005812,GR006893
GR005813,GR005363
GR005814,GR005526
GR005815,GR008269
GR005816,GR000568
GR005817,GR008594
GR005818,GR000940
GR005819,GR003471
GR005820,GR007400
GR005821,GR000470
GR005822,GR003534
GR005823,GR006537
GR005824,GR006913
GR005825,GR004373
GR005826,GR000056
GR005827,GR007124
GR005828,GR008592
GR005829,GR002716
GR005830,GR006831
GR005831,GR004160
GR005832,GR010038
GR005833,GR009474
GR005834,GR007041
GR005835,GR005747
GR005836,GR003814
GR005837,GR001385
GR005838,GR009244
GR005839,GR008335
GR005840,GR004292
GR005841,GR004364
GR005842,GR000556
GR005843,GR007596
GR005844,GR005686
GR005845,GR000372
GR005846,GR000183
GR005847,GR005620
GR005848,GR001124
GR005849,GR001821
GR005850,GR006592
GR005851,GR001843
GR005852,GR001505
GR005853,GR005613
GR005854,GR002698
GR005855,GR007478
GR005856,GR007960
GR005857,GR007016
GR005858,GR008391
GR005859,GR004880
GR005860,GR004110
GR005861,GR003206
GR005862,GR002733
GR005863,GR001257
GR005864,GR001334
GR005865,GR009775
GR005866,GR008476
GR005867,GR004754
GR005868,GR006496
GR005869,GR001364
GR005870,GR001191
GR005871,GR005901
GR005872,GR004846
GR005873,GR006585
GR005874,GR006880
GR005875,GR004980
GR005876,GR000959
GR005877,GR006361
GR005878,GR005077
GR005879,GR004681
GR005880,GR007119
GR005881,GR008713
GR005882,GR009893
GR005883,GR004062
GR005884,GR004336
GR005885,GR007137
GR005886,GR004662
GR005887,GR004921
GR005888,GR004349
GR005889,GR002289
GR005890,GR005277
GR005891,GR001606
GR005892,GR006025
GR005893,GR006403
GR005894,GR000577
GR005895,GR002650
GR005896,GR005231
GR005897,GR001613
GR005898,GR007717
GR005899,GR001586
GR005900,GR004145
GR005901,GR006631
GR005902,GR001544
GR005903,GR007750
GR005904,GR009179
GR005905,GR000421
GR005906,GR007815
GR005907,GR008207
GR005908,GR001029
GR005909,GR000207
GR005910,GR005949
GR005911,GR007688
GR005912,GR001082
GR005913,GR001406
GR005914,GR000456
GR005915,GR010048
GR005916,GR005630
GR005917,GR003904
GR005918,GR000338
GR005919,GR000849
GR005920,GR009514
GR005921,GR001502
GR005922,GR006750
GR005923,GR008496
GR005924,GR010008
GR005925,GR000612
GR005926,GR007703
GR005927,GR002403
GR005928,GR005775
GR005929,GR006475
GR005930,GR006542
GR005931,GR000682
GR005932,GR004055
GR005933,GR000359
GR005934,GR001996
GR005935,GR004645
GR005936,GR000387
GR005937,GR001016
GR005938,GR006257
GR005939,GR005790
GR005940,GR005054
GR005941,GR009259
GR005942,GR001918
GR005943,GR005811
GR005944,GR003041
GR005945,GR007298
GR005946,GR008462
GR005947,GR001987
GR005948,GR000499
GR005949,GR007199
GR005950,GR006262
GR005951,GR004185
GR005952,GR009803
GR005953,GR006453
GR005954,GR000435
GR005955,GR004258
GR005956,GR001420
GR005957,GR000634
GR005958,GR002319
GR005959,GR003853
GR005960,GR009520
GR005961,GR005165
GR005962,GR006015
GR005963,GR000064
GR005964,GR003891
GR005965,GR004093
GR005966,GR009730
GR005967,GR004304
GR005968,GR004703
GR005969,GR009970
GR005970,GR000160
GR005971,GR004853
GR005972,GR007262
GR005973,GR003548
GR005974,GR010083
GR005975,GR005648
GR005976,GR005664
GR005977,GR004613
GR005978,GR005621
GR005979,GR004429
GR005980,GR008530
GR005981,GR005591
GR005982,GR004824
GR005983,GR007615
GR005984,GR003343
GR005985,GR008609
GR005986,GR005540
GR005987,GR005126
GR005988,GR001291
GR005989,GR000391
GR005990,GR000101
GR005991,GR004236
GR005992,GR002772
GR005993,GR004912
GR005994,GR001293
GR005995,GR000900
GR005996,GR007055
GR005997,GR003075
GR005998,GR006489
GR005999,GR001870
GR006000,GR008970
GR006001,GR000484
GR006002,GR005334
GR006003,GR001682
GR006004,GR008850
GR006005,GR001435
GR006006,GR001670
GR006007,GR009938
GR006008,GR002385
GR006009,GR008005
GR006010,GR010039
GR006011,GR008736
GR006012,GR006830
GR006013,GR007831
GR006014,GR002259
GR006015,GR000658
GR006016,GR009912
GR006017,GR001721
GR006018,GR000195
GR006019,GR004900
GR006020,GR009915
GR006021,GR002680
GR006022,GR004861
GR006023,GR003980
GR006024,GR005273
GR006025,GR006407
GR006026,GR006912
GR006027,GR004081
GR006028,GR000318
GR006029,GR005098
GR006030,GR003434
GR006031,GR003656
GR006032,GR008836
GR006033,GR000163
GR006034,GR004443
GR006035,GR001502
GR006036,GR009219
GR006037,GR010008
GR006038,GR003844
GR006039,GR006696
GR006040,GR007326
GR006041,GR004307
GR006042,GR006400
GR006043,GR001275
GR006044,GR003730
GR006045,GR004725
GR006046,GR006340
GR006047,GR001025
GR006048,GR001116
GR006049,GR006912
GR006050,GR000551
GR006051,GR003600
GR006052,GR009191
GR006053,GR001963
GR006054,GR006198
GR006055,GR000307
GR006056,GR004080
GR006057,GR001423
GR006058,GR001817
GR006059,GR004114
GR006060,GR005385
GR006061,GR007914
GR006062,GR005633
GR006063,GR010042
GR006064,GR002889
GR006065,GR002018
GR006066,GR009931
GR006067,GR007243
GR006068,GR003124
GR006069,GR009962
GR006070,GR005273
GR006071,GR000531
GR006072,GR004563
GR006073,GR003999
GR006074,GR003710
GR006075,GR009593
GR006076,GR004092
GR006077,GR005842
GR006078,GR009411
GR006079,GR003439
GR006080,GR003293
GR006081,GR005181
GR006082,GR000780
GR006083,GR003723
GR006084,GR004985
GR006085,GR008547
GR006086,GR000692
GR006087,GR006102
GR006088,GR000313
GR006089,GR005421
GR006090,GR001778
GR006091,GR005628
GR006092,GR004691
GR006093,GR000777
GR006094,GR007780
GR006095,GR009644
GR006096,GR004300
GR006097,GR004488
GR006098,GR002984
GR006099,GR002916
GR006100,GR005247
GR006101,GR004914
GR006102,GR006837
GR006103,GR000139
GR006104,GR006516
GR006105,GR001957
GR006106,GR005234
GR006107,GR008025
GR006108,GR000642
GR006109,GR002506
GR006110,GR006219
GR006111,GR004359
GR006112,GR002190
GR006113,GR005814
GR006114,GR008713
GR006115,GR004172
GR006116,GR002638
GR006117,GR004764
GR006118,GR008153
GR006119,GR003582
GR006120,GR001822
GR006121,GR008200
GR006122,GR004017
GR006123,GR000018
GR006124,GR003843
GR006125,GR008799
GR006126,GR009447
GR006127,GR007938
GR006128,GR004973
GR006129,GR002638
GR006130,GR000641
GR006131,GR007668
GR006132,GR006378
GR006133,GR007099
GR006134,GR008956
GR006135,GR000608
GR006136,GR003063
GR006137,GR005303
GR006138,GR009374
GR006139,GR002197
GR006140,GR005586
GR006141,GR007712
GR006142,GR006785
GR006143,GR004580
GR006144,GR000533
GR006145,GR006832
GR006146,GR008347
GR006147,GR004539
GR006148,GR006603
GR006149,GR006285
GR006150,GR006691
GR006151,GR002308
GR006152,GR004135
GR006153,GR009491
GR006154,GR009489
GR006155,GR000706
GR006156,GR002670
GR006157,GR004579
GR006158,GR004063
GR006159,GR003980
GR006160,GR000499
GR006161,GR008485
GR006162,GR005153
GR006163,GR004321
GR006164,GR003412
GR006165,GR009542
GR006166,GR008624
GR006167,GR007977
GR006168,GR008579
GR006169,GR006937
GR006170,GR006644
GR006171,GR007800
GR006172,GR004746
GR006173,GR005396
GR006174,GR002071
GR006175,GR003490
GR006176,GR003125
GR006177,GR001181
GR006178,GR006553
GR006179,GR009064
GR006180,GR005948
GR006181,GR004222
GR006182,GR002801
GR006183,GR006085
GR006184,GR004269
GR006185,GR002562
GR006186,GR002316
GR006187,GR003237
GR006188,GR009611
GR006189,GR005108
GR006190,GR008428
GR006191,GR002812
GR006192,GR002999
GR006193,GR003987
GR006194,GR005251
GR006195,GR004132
GR006196,GR003366
GR006197,GR000195
GR006198,GR001475
GR006199,GR007387
GR006200,GR007223
GR006201,GR000771
GR006202,GR005902
GR006203,GR000711
GR006204,GR007092
GR006205,GR007791
GR006206,GR008426
GR006207,GR006475
GR006208,GR000109
GR006209,GR001213
GR006210,GR001764
GR006211,GR000083
GR006212,GR001205
GR006213,GR002584
GR006214,GR001769
GR006215,GR004553
GR006216,GR001955
GR006217,GR005285
GR006218,GR006984
GR006219,GR005783
GR006220,GR004902
GR006221,GR004249
GR006222,GR001830
GR006223,GR009580
GR006224,GR006887
GR006225,GR004637
GR006226,GR007805
GR006227,GR001352
GR006228,GR004373
GR006229,GR002369
GR006230,GR005408
GR006231,GR007746
GR006232,GR002362
GR006233,GR008962
GR006234,GR002428
GR006235,GR003869
GR006236,GR008001
GR006237,GR006895
GR006238,GR000108
GR006239,GR000697
GR006240,GR006066
GR006241,GR009998
GR006242,GR004184
GR006243,GR008673
GR006244,GR001186
GR006245,GR003320
GR006246,GR009245
GR006247,GR006084
GR006248,GR002989
GR006249,GR005906
GR006250,GR004708
GR006251,GR007350
GR006252,GR001434
GR006253,GR000110
GR006254,GR001653
GR006255,GR009739
GR006256,GR005446
GR006257,GR002752
GR006258,GR009190
GR006259,GR008388
GR006260,GR000185
GR006261,GR005764
GR006262,GR000307
GR006263,GR006447
GR006264,GR006404
GR006265,GR009790
GR006266,GR005934
GR006267,GR003385
GR006268,GR003676
GR006269,GR001524
GR006270,GR007462
GR006271,GR004088
GR006272,GR007412
GR006273,GR000373
GR006274,GR000204
GR006275,GR004785
GR006276,GR006859
GR006277,GR001651
GR006278,GR003908
GR006279,GR008148
GR006280,GR005503
GR006281,GR007793
GR006282,GR008040
GR006283,GR002702
GR006284,GR003835
GR006285,GR006653
GR006286,GR009585
GR006287,GR004604
GR006288,GR001263
GR006289,GR002054
GR006290,GR004853
GR006291,GR008132
GR006292,GR005253
GR006293,GR001630
GR006294,GR003625
GR006295,GR007939
GR006296,GR006165
GR006297,GR004219
GR006298,GR001656
GR006299,GR002504
GR006300,GR002480
GR006301,GR001043
GR006302,GR008860
GR006303,GR003834
GR006304,GR008081
GR006305,GR003406
GR006306,GR001043
GR006307,GR001044
GR006308,GR010061
GR006309,GR006122
GR006310,GR002674
GR006311,GR003852
GR006312,GR005127
GR006313,GR007490
GR006314,GR006927
GR006315,GR004241
GR006316,GR009873
GR006317,GR009869
GR006318,GR003618
GR006319,GR001077
GR006320,GR010089
GR006321,GR001076
GR006322,GR008472
GR006323,GR009702
GR006324,GR008774
GR006325,GR009987
GR006326,GR003897
GR006327,GR007461
GR006328,GR004113
GR006329,GR006600
GR006330,GR006667
GR006331,GR000411
GR006332,GR004354
GR006333,GR007538
GR006334,GR008380
GR006335,GR000414
GR006336,GR006942
GR006337,GR002796
GR006338,GR009452
GR006339,GR008782
GR006340,GR005436
GR006341,GR000412
GR006342,GR007121
GR006343,GR002936
GR006344,GR004272
GR006345,GR004295
GR006346,GR005526
GR006347,GR004680
GR006348,GR008057
GR006349,GR005826
GR006350,GR008531
GR006351,GR002754
GR006352,GR005831
GR006353,GR006900
GR006354,GR007187
GR006355,GR000570
GR006356,GR000839
GR006357,GR006831
GR006358,GR006831
GR006359,GR001764
GR006360,GR008951
GR006361,GR005078
GR006362,GR009406
GR006363,GR000705
GR006364,GR002276
GR006365,GR004013
GR006366,GR001761
GR006367,GR004051
GR006368,GR002634
GR006369,GR008383
GR006370,GR010002
GR006371,GR004397
GR006372,GR000648
GR006373,GR002963
GR006374,GR006502
GR006375,GR006844
GR006376,GR009812
GR006377,GR008609
GR006378,GR002298
GR006379,GR009544
GR006380,GR002034
GR006381,GR009853
GR006382,GR003548
GR006383,GR001096
GR006384,GR007732
GR006385,GR005822
GR006386,GR004411
GR006387,GR006383
GR006388,GR001421
GR006389,GR002679
GR006390,GR006126
GR006391,GR009774
GR006392,GR009905
GR006393,GR002940
GR006394,GR008836
GR006395,GR003288
GR006396,GR008511
GR006397,GR002601
GR006398,GR006814
GR006399,GR003705
GR006400,GR000214
GR006401,GR008407
GR006402,GR001332
GR006403,GR009383
GR006404,GR001494
GR006405,GR007289
GR006406,GR000607
GR006407,GR000938
GR006408,GR006517
GR006409,GR003174
GR006410,GR006883
GR006411,GR008011
GR006412,GR001072
GR006413,GR000070
GR006414,GR009089
GR006415,GR002728
GR006416,GR008619
GR006417,GR008011
GR006418,GR005867
GR006419,GR003828
GR006420,GR009370
GR006421,GR006321
GR006422,GR001755
GR006423,GR007020
GR006424,GR004203
GR006425,GR006181
GR006426,GR007726
GR006427,GR002437
GR006428,GR003295
GR006429,GR002244
GR006430,GR010027
GR006431,GR000643
GR006432,GR002326
GR006433,GR009788
GR006434,GR006161
GR006435,GR002968
GR006436,GR007154
GR006437,GR007342
GR006438,GR002959
GR006439,GR004447
GR006440,GR009547
GR006441,GR003985
GR006442,GR008655
GR006443,GR007154
GR006444,GR001956
GR006445,GR004614
GR006446,GR005712
GR006447,GR000802
GR006448,GR005964
GR006449,GR005740
GR006450,GR005935
GR006451,GR003633
GR006452,GR009193
GR006453,GR004374
GR006454,GR005636
GR006455,GR007743
GR006456,GR004300
GR006457,GR003879
GR006458,GR005722
GR006459,GR003909
GR006460,GR001201
GR006461,GR000102
GR006462,GR001592
GR006463,GR003351
GR006464,GR004587
GR006465,GR001776
GR006466,GR001762
GR006467,GR009504
GR006468,GR005716
GR006469,GR008058
GR006470,GR000441
GR006471,GR002713
GR006472,GR003661
GR006473,GR003764
GR006474,GR004466
GR006475,GR008054
GR006476,GR003977
GR006477,GR008730
GR006478,GR000640
GR006479,GR004652
GR006480,GR001175
GR006481,GR002786
GR006482,GR005280
GR006483,GR003801
GR006484,GR004448
GR006485,GR009252
GR006486,GR003022
GR006487,GR000767
GR006488,GR001384
GR006489,GR002323
GR006490,GR000842
GR006491,GR007831
GR006492,GR006068
GR006493,GR003044
GR006494,GR005663
GR006495,GR001852
GR006496,GR002645
